Name,Birth Date,Death Date,Description,Actor,Author,Musician
Seamus Heaney,1939,2013-08-30," , irish nobel poet ",False,True,False
Frederik Pohl,1919,2013-09-02," , american writer ",False,True,False
Giuliano Gemma,1938,2013-10-01," , italian actor ",True,False,False
Tom Clancy,1947,2013-10-01," , american writer ",False,True,False
Patrice Chéreau,1944,2013-10-07," , french opera and theatre director, filmmaker, actor and producer ",True,False,False
Ed Lauter,1938,2013-10-16," , american actor ",True,False,False
Manolo Escobar,1931,2013-10-24," , spanish singer ",False,False,True
Marcia Wallace,1942,2013-10-25," , american actress and comedian ",True,False,False
Lou Reed,1942,2013-10-27," , american singer, songwriter, and musician ",False,True,True
John Tavener,1944,2013-11-12," , british composer ",False,False,True
Doris Lessing,1919,2013-11-17," , british nobel writer ",False,True,False
Chico Hamilton,1921,2013-11-25," , american drummer and bandleader ",False,False,True
Arik Einstein,1939,2013-11-26," , israeli singer, songwriter, and actor ",True,True,True
Paul Walker,1973,2013-11-30," , american actor ",True,False,False
Yury Yakovlev,1928,2013-11-30," , soviet and russian film actor ",True,False,False
Édouard Molinaro,1928,2013-12-07," , french film director and screenwriter ",True,True,False
Eleanor Parker,1922,2013-12-09," , american actress ",True,False,False
Jim Hall (musician)|Jim Hall,1930,2013-12-10," , american guitarist and composer ",False,False,True
Peter O'Toole,1932,2013-12-14," , british irish actor ",True,False,False
Joan Fontaine,1917,2013-12-15," , japanese-born british american actress ",True,False,False
Ray Price (musician)|Ray Price,1926,2013-12-16," , american singer and songwriter ",False,True,True
Yusef Lateef,1920,2013-12-23," , american jazz musician and composer ",False,False,True
Marta Eggerth,1912,2013-12-26," , hungarian film actress ",True,False,False
Wojciech Kilar,1932,2013-12-29," , polish composer ",False,False,True
James Avery (actor)|James Avery,1945,2013-12-31," , american actor ",True,False,False
Run Run Shaw,1907,2014-01-07," , hong kong filmmaker and entrepreneur ",True,False,False
Amiri Baraka,1934,2014-01-09," , american poet ",False,True,False
Roger Lloyd-Pack,1944,2014-01-15," , british actor ",True,False,False
Riz Ortolani,1926,2014-01-23," , italian film composer ",False,False,True
José Emilio Pacheco,1939,2014-01-26," , mexican poet and writer ",False,True,False
Pete Seeger,1919,2014-01-27," , american singer, songwriter, musician, and activist ",False,True,True
Miklós Jancsó,1921,2014-01-31," , hungarian film director ",True,False,False
Maximilian Schell,1930,2014-02-01," , austrian-swiss actor ",True,False,False
Philip Seymour Hoffman,1967,2014-02-02," , american actor ",True,False,False
Shirley Temple,1928,2014-02-10," , american actress and diplomat ",True,False,False
Alice Babs,1924,2014-02-11," , swedish singer ",False,False,True
Sid Caesar,1922,2014-02-12," , american actor ",True,False,False
Alice Herz-Sommer,1903,2014-02-23," , czech-british pianist ",False,False,True
Harold Ramis,1944,2014-02-24," , american film director, writer, and actor ",True,True,False
Paco de Lucía,1947,2014-02-26," , spanish guitarist ",False,False,True
Alain Resnais,1922,2014-03-01," , french film director ",True,False,False
V?ra Chytilová,1929,2014-03-12," , czech film director ",True,False,False
Lucius Shepard,1942,2014-03-18," , american writer ",False,True,False
James Rebhorn,1948,2014-03-21," , american actor ",True,False,False
Mickey Rooney,1920,2014-04-06," , american actor ",True,False,False
Karlheinz Deschner,1924,2014-04-08," , german activist and writer ",False,True,False
Sue Townsend,1946,2014-04-10," , british novelist and playwright ",False,True,False
Gabriel García Márquez,1927,2014-04-17," , colombian nobel writer ",False,True,False
Tadeusz Ró?ewicz,1921,2014-04-24," , polish poet and playwright ",False,True,False
Bob Hoskins,1942,2014-04-29," , british actor ",True,False,False
"Efrem Zimbalist, Jr.",1918,2014-05-02," , american actor ",True,False,False
Tatiana Samoilova,1934,2014-05-04," , russian actress ",True,False,False
Farley Mowat,1921,2014-05-06," , canadian author ",False,True,False
Gordon Willis,1931,2014-05-18," , american cinematographer ",True,False,False
Dobrica ?osi?,1921,2014-05-18," , serbian writer and politician, president of the federal republic of yugoslavia ",False,True,False
Maya Angelou,1928,2014-05-28," , american poet and author ",False,True,False
Karlheinz Böhm,1928,2014-05-29," , austrian actor ",True,False,False
Martha Hyer,1924,2014-05-31," , american actress ",True,False,False
Rik Mayall,1958,2014-06-09," , british comedian, writer and actor ",True,True,False
Rafael Frühbeck de Burgos,1933,2014-06-11," , spanish conductor and composer ",False,False,True
Ruby Dee,1922,2014-06-11," , american actress, poet, and playwright ",True,True,False
Casey Kasem,1932,2014-06-15," , american radio host and voice actor ",True,False,False
Daniel Keyes,1927,2014-06-15," , american author ",False,True,False
Horace Silver,1928,2014-06-18," , american jazz pianist and composer ",False,False,True
Eli Wallach,1915,2014-06-24," , american actor ",True,False,False
Ana María Matute,1925,2014-06-25," , spanish author ",False,True,False
Bobby Womack,1944,2014-06-27," , american singer-songwriter ",False,True,True
Paul Mazursky,1930,2014-06-30," , american director, producer, and screenwriter ",False,True,False
Zohra Sehgal,1912,2014-07-10," , indian actress and dancer ",True,False,False
Charlie Haden,1937,2014-07-11," , american jazz bassist ",False,False,True
Tommy Ramone,1949,2014-07-11," , hungarian-american drummer and producer ",False,False,True
Lorin Maazel,1930,2014-07-13," , french-american conductor and violinist ",False,False,True
Nadine Gordimer,1923,2014-07-13," , south african nobel writer ",False,True,False
Johnny Winter,1944,2014-07-16," , american singer and guitarist ",False,False,True
Elaine Stritch,1925,2014-07-17," , american actress and singer ",True,False,True
James Garner,1928,2014-07-19," , american actor ",True,False,False
Carlo Bergonzi,1924,2014-07-25," , italian tenor and actor ",True,False,True
Julio Grondona,1931,2014-07-30," , argentinian football authority ",False,True,False
